Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,"Satellite detected waters extents, as of 23 October 2019 over Unity, Jonglei and Lakes State of South Sudan","UNOSAT code: FL20191023SSD  This map illustrates satellite-detected surface water in Unity, Jonglei and Lakes State of South Sudan as observed from Sentinel-1 imagery acquired on 23 October 2019. Within the analysed extent of about 85,000  km2, a total about 1,180 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
 Important Note: Flood analysis from Sentinel-1 imagery acquired on 23 October 2019 may seriously underestimate the presence of standing floodwater in built-up areas due to backscattering of the radar signal",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2019-12-06,"October 25, 2019-October 25, 2019",2019-2019,South Sudan,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-23-october-2019-over-unity-jonglei-and-lakes-state-of-south-sudan,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-23-october-2019-over-unity-jonglei-and-lakes-state-of-south-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM United States Virgin Islands Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-29,"November 29, 2019-November 29, 2019",2019-2019,Virgin Islands (U.S.),?,?,?,https://data.humdata.org/dataset/hotosm-united-states-virgin-islands,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-united-states-virgin-islands,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM British Virgin Islands Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-29,"November 29, 2019-November 29, 2019",2019-2019,Virgin Islands (British),?,?,?,https://data.humdata.org/dataset/hotosm-british-virgin-islands,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-british-virgin-islands,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Saint Vincent and the Grenadines Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-29,"November 29, 2019-November 29, 2019",2019-2019,Saint Vincent And The Grenadines,?,?,?,https://data.humdata.org/dataset/hotosm-saint-vincent-and-the-grenadines,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-saint-vincent-and-the-grenadines,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Turks and Caicos Islands Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-29,"November 29, 2019-November 29, 2019",2019-2019,Turks And Caicos Islands,?,?,?,https://data.humdata.org/dataset/hotosm-turks-and-caicos-islands,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-turks-and-caicos-islands,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Sint Maarten Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-29,"November 29, 2019-November 29, 2019",2019-2019,Sint Maarten,?,?,?,https://data.humdata.org/dataset/hotosm-sint-maarten-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-sint-maarten-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Morocco - Elevation Model,"Digital Elevation Model (DEM) of Morocco, The NASA Shuttle Radar Topographic Mission (SRTM). Resolution: 250 m. Source: USGS/NASA-SRTM",eng,OCHA ROMENA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2019-11-28,"March 30, 2017-March 30, 2017",2017-2017,Morocco,?,?,?,https://data.humdata.org/dataset/morocco-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/morocco-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Martinique Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Martinique,?,?,?,https://data.humdata.org/dataset/hotosm-martinique-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-martinique-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Montserrat Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Montserrat,?,?,?,https://data.humdata.org/dataset/hotosm-montserrat-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-montserrat-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Saint Lucia Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Saint Lucia,?,?,?,https://data.humdata.org/dataset/hotosm-saint-lucia-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-saint-lucia-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Saint Kitts and Nevis Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Saint Kitts And Nevis,?,?,?,https://data.humdata.org/dataset/hotosm-saint-kitts-and-nevis,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-saint-kitts-and-nevis,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Haiti Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Haiti,?,?,?,https://data.humdata.org/dataset/hotosm-haiti-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-haiti-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Grenada Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Grenada,?,?,?,https://data.humdata.org/dataset/hotosm-grenada-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-grenada-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Guadeloupe Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Guadeloupe,?,?,?,https://data.humdata.org/dataset/hotosm-guadeloupe-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-guadeloupe-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Dominican Republic Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Dominican Republic,?,?,?,https://data.humdata.org/dataset/hotosm-dominican-republic-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-dominican-republic-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Cayman Islands Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Cayman Islands,?,?,?,https://data.humdata.org/dataset/hotosm-cayman-islands-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-cayman-islands-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Curaçao Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-11-27,"November 27, 2019-November 27, 2019",2019-2019,Curaçao,?,?,?,https://data.humdata.org/dataset/hotosm-curacao-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-curacao-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
